sentence,length
taku mose̩s fo̩kpawñ nadala rojale oñ jihofa fakpabana kpai okuta o̩mo̩jo̩cha kpuche̩ wa una lewa gbane̩ nyo̩wo̩ temi temi jihofa la je̩ ñw okuta o̩mo̩jo̩cha lewa bane̩ ijipti ma,178
abe̩le̩ okuta o̩mo̩jo̩cha do̩mo̩ manyuna ki ado̩go̩ temi temi ef okuta o̩mo̩jo̩cha le̩ akiliwowñ tabale e̩go̩wñ de̩ ane̩ ijipti akwe̩gba ki mud uche̩ichi amone̩ mama ta n,170
okuta o̩mo̩jo̩cha le̩ fe̩wñ du ki joko ugbo du oj ane̩ ijipti gwo mane̩ tone̩ te̩la abe̩re̩me̩le̩ okuta o̩mo̩jo̩cha le̩ laño̩ fu e̩wñ kwe̩ kwe̩ kwe̩ oko du gwo mane̩ i la foli du ki jo̩ oko kpanya rinyo̩,203
chai ane̩ goshe̩n ugbo kamo̩ma israe̩l jo̩ le̩ o̩mo̩ kate oñ okuta o̩mo̩jo̩cha ma wa n,86
taku fero fonuche̩ kpe̩ oñ i fu mose̩s kpai aro̩n do̩ wa i ka ñwu ma kakini u dure ikoi me̩ jihofa che̩no̩kpakpa omi kpai abomi la chame̩ne̩bibi,144
gbo̩ko̩bo̩ jihofa todu omu o̩jo̩ kpai okuta o̩mo̩jo̩chai buwa jo̩ me̩ natume̩ no̩ me̩ ñajo̩ emi ge̩ n,101
taku mose̩s ka ñw u kakini ababa ku kwef ewoi dufu nano̩wo̩mi dala ñwu jihofa akpabana le̩ awe okuta o̩mo̩jo̩cha awa ge̩ n kuwe̩ ki ma ka kane̩ile̩i chejihofa,158
i la chuwe̩ kpai abuko̩lo̩we̩ u chema ka kame̩ arailo o̩jo̩ ta n 31flaks kpai o̩ka barli mukpabie̩ todu o̩ka barli le̩ mutoji flaks la adikoko,142
o̩ka wit kpai o̩ka spe̩lti muda kpabie̩ n todu abo ele̩ ache̩du etiga,69
abe̩le̩ mose̩s kwef ewo ugbo fero dufu oñ i fo̩wo̩wñ nadala ñwu jihofa tak akpabana kpai okuta o̩mo̩jo̩cha le̩ we omi ojale laño̩ lo̩ akiliwo bile̩ ma ge̩ n,156
tak e̩gba ku fero li ka komi ojale kpai okuta omo̩jo̩cha kpai akpabana we i nadure alo waa i la fe̩do̩wñ no̩ owñ kpai abuko̩lo̩wñ,129
abe̩le̩ e̩do̩ fero gbiti i la je̩ ñw amo̩ma israe̩l ku ma lo n alu ki jihofa ka lugbo mose̩s le̩,96
e̩do̩ fero kpa ololo,20
taku jihofa ka ñwu mose̩s kakini nyejefu ugbo fero todu omi fe̩do̩wñ no̩ kpai e̩do̩ abuko̩lo̩wñ todu ku du ujiwemii ñe̩ña efuma,127
todu kuwe̩ ki kinabali alu ku che abo ijipti kpai ujiwe komi che efuma nyo̩mawe̩ kpai aajuwe̩ e̩ti todu kuwe̩ ama ka komi jihofa de̩,132
taku mose̩s kpai aro̩n nyejefu ugbo fero oñ ma ka ñw u kakini abu ku jihofa o̩jo̩ amahibru aka de̩ kakini gbogbo nye̩gba uwe̩ ako̩ ehi o̩lawe̩ wane̩ o̩gbami kade taa tamone̩mi no̩ ku ma re̩ mi,192
cho̩kpo̩ni iche̩wñ ke̩ ko̩ eje̩ ñw abomi lo go nakamimiejo wa oj ane̩we̩ o̩na,77
ma la abeju ane̩ ma gbogbo tak one̩ ma ali ane̩pe̩te̩ ge̩ n tak ama le̩ aje̩ abubo̩ e̩wñ ki bo̩ ñwu me̩ kokuta o̩mo̩jo̩cha ma kpa n olime̩ du ki atiga oko ma la aje̩,165
oñ ef unyiwe̩ ako̩ ñwu ma kpai ef unyi abuko̩lo̩we̩ chaka kpai ef unyi unyi abo ijipti chaka du alu kamatawe̩ kpai amokwo̩we̩ ma li akwe̩gba ku ma wile̩ gbogbo tojolu eñini n tak i mubidagba oñ i kwugbo fero dufu,212
tak abuko̩lo̩ fero ka ñw u kakini gbogbo nye̩gba oñ e̩ne̩i achoku ñw a kade taa je̩ ñw aboke̩le̩ le̩ lo kama ki re̩ jihofa o̩jo̩ma uwe̩ ma ka kijipti mud alache̩ te̩i n,168
taku ma ño̩ mu mose̩s kpai aro̩n ko dabi wa ugbo fero oñ i ka ñwu ma kakini me̩ lo ku me̩ re̩ jihofa o̩jo̩me̩ ama e̩ne̩ chabo ki alo,132
taku mose̩s kakini a alo timo̩to̩wa togijowa awa kpai amo̩mawa e̩ne̩ke̩le̩ kpai amo̩mawa onobule̩ kpai ame̩wño̩re̩wa egini kpai amokuno̩wa alo todu awa ahi uje̩wñ uyo̩ ñwu jihofa tila,183
tak i ka ñwu ma kakini jihofa ki dugbo me̩ omi ku je̩ ñwu me̩ lo kpai amo̩mame̩ egini me̩ go e̩bie̩ne̩ do̩gbame̩i,113
gbe̩do̩ ame̩ aboke̩le̩ me̩ lo ku me̩ re̩ jihofa todu e̩wñ ki dume̩ e̩do̩ le̩ de̩ taku ma fu ma ne beju fero te̩,111
atulubo̩ e̩ke̩jo̩,17
taku jihofa ka ñwu mose̩s kakini fo̩wo̩ nadala nane̩ ijipti tod amimiejo kama ki lewa abane̩ ijipti ma ku ma je̩ e̩wñ eñmi kwe̩ kwe̩ kwe̩ du ki jane̩i edu kokuta o̩mo̩jo̩cha le̩ to̩no̩,184
abe̩le̩ mose̩s fo̩kpawñ nadala nane̩ ijipti oñ jihofa je̩ ñw afu ju kwo̩wo̩ olodudu wa bane̩ le̩ ma gbogbo do̩jo̩ gbogbo ñw o̩jo̩ tak e̩gba ko̩jo̩ muñwa afu o̩wo̩ olodudu le̩ mamimiejo ko wa jo̩mo̩,197
oñ amimiejo lewa bane̩ ijipti du ma ma la dade jo̩ ugbo du oj ane̩ ijipti ma tabale amimiejo e̩go ema de̩ mama ta n ma ñade̩ abe̩le̩ ate̩to̩gba ge̩ n,149
todu ma meju olu ane̩ le̩ du gba todu abe̩le̩ ane̩ kwochubi oñ ma me̩wñ eñmi kwe̩ kwe̩ kwe̩ du ane̩ le̩ ko je̩ kpai e̩ro oli kokuta o̩mo̩jo̩cha to̩no̩ du e̩wñ emimi du la bo̩ n toli te̩wñ eñmi kwe̩ kwe̩ kwe̩ ef uche̩ ugbo du oj ane̩ ijipti,239
taku fero fu mose̩s kpai aro̩n do̩ wa unaju unaju oñ i kakini omi fu jihofa o̩jo̩me̩ dure kpai ame̩ ge̩,103
todule̩ agba e̩ ki daduremi tinyo̩ bumi o̩la te̩ onukatei ta ke̩ la gbo̩ko̩bo̩ jihofa o̩jo̩me̩ ki mukui kate gba bumi oji te̩,125
tak i kwugbo fero dufu oñ i gbo̩ko̩bo̩ jihofa,45
taku jihofa mafu rida tolane̩ ki ju nana oñ ele̩ mamimiejo ko i la fu ma ne ref ohimini ekpikpa imiejo okate bo̩ ejefu alo̩me̩ ijipti du n,138
jihofa muda ño̩ che e̩do̩ fero ki gbiti i la tamo̩ma israe̩l no̩ ku ma lo n,75
atulubo̩ e̩ke̩la,16
taku jihofa ka ñwu mose̩s kakini fo̩wo̩we̩ nadala rojale ke̩chubi ki bane̩ ijipti ma ki che̩chubi kone̩ ado̩wo̩kado,115
taku mose̩s fo̩wo̩wñ nadala rojale oñ e̩chubi ki jukpa dugbo du ane̩ ijipti gbogbo o̩jo̩ me̩ta,94
ma li o̩lama n e̩ne̩ du la kwane̩ kwe̩guwñ n gbogbo o̩jo̩ me̩ta abo israe̩l du muda nugane̩ ugbo ku ma gugu le̩,111
taku fero fu mose̩s do̩ wa i kakini me̩ lo ku me̩ re̩ jihofa amo̩mame̩ ki ño̩ lebume̩ chai ame̩wño̩re̩me̩ egini kpai amokuno̩me̩ ki bo̩ jane̩,141
ama mose̩s kakini i dukpe̩ ke̩ ño̩ ke̩wñ iche̩bo̩ kpai e̩wñ iche̩bo̩ e̩gujo nyuwa o̩wo̩ tila todu kawa ki ko che ñwu jihofa o̩jo̩wa,131
ame̩wñ ukpawa ñale buwa tila etikpakate ama ubi n todu ef ele̩ oñ a chi kwo ka ko re̩ jihofa o̩jo̩wa tila awa la ma e̩wñ ka ne̩ re̩ jihofa abu ka ma nyo̩mo̩ ta ni n,164
ama jihofa ño̩ che ke̩do̩ fero ki gbiti waa oñ i ko̩ etuma no̩,62
taku fero ka ñw u kakini kwo bumi te̩ fo̩lawe̩ de e̩ ki ño̩ go mi eju ogbegbele̩ ge̩ n todu o̩jo̩ ke̩ fe umi li eku e̩ ku,121
taku mose̩s kakini o̩me̩me̩le̩ e̩ ka le̩ u ñali ejuwe̩ ge̩ n,60
o̩jo̩ ka kamo̩mo̩gba aku,24
taku jihofa ka ñwu mose̩s kakini i bo̩ atulubo̩ okate ku nadu wa abi fero kpai ijipti oji ma ta ubi ele̩ tak i aje̩ ñwu me̩ kwemi alo e̩gba ki aje̩ ñwu me̩ lo le̩ ene i ane me̩ kwemi hioko,188
ifai tak e̩ ko̩la ki tamone̩i eti ka ke̩ne̩ke̩le̩ du kpai onobule̩ du ki bi e̩wñ eku ajifa kpai e̩wñ eku o̩jamalia ugbo ekejiwñ,127
oñ jihofa je̩ ñw abo ijipti li amone̩ le̩ eju anoji ele̩ ge̩ mose̩s che̩ne̩ lile oj ane̩ ijipti le̩ eju abuko̩lo̩ fero kpai eju amone̩ oj ane̩ ijipti,149
taku mose̩s kakini abu ku jihofa aka de̩ kakini ame̩ru iñaliña odu nadufu talumeji ijipti,89
tak amo̩mo̩gba du oj ane̩ ijipti aku akwo̩mo̩gba fero ki gugu oj e̩de̩wñ le̩ gbogbo wa o̩mo̩gba adu onobule̩ ki do̩dokuta kpai o̩mo̩gba ame̩la abe̩re̩me̩le̩ du,159
tak o̩li lile achi ugbo du oj ane̩ ijipti eke̩go̩wñ ma de̩ mama ta n i ñade̩ ej o̩gba ge̩ n,91
i muda che eabo israe̩l du tone̩ te̩la abe̩re̩me̩le̩ abia du ako̩ ru ma n todu kame̩ ki ma ka kabo ijipti kpai abo israe̩l chojoji eju jihofa,141
tak abo ku ma chamaduwe̩i du agwo̩ru wugbo mi ku ma dojikane̩ ñwu mi ma akakini e̩ kwemi alo uwe̩ kpai amone̩ du ku ma tuwe̩ ubi ubi le̩ tak u nadufu alo tak i we̩do̩ kwo̩gba fero dufu,184
taku jihofa ka ñwu mose̩s kakini fero anyuwe̩ eti n todu ke̩wñ uno̩mi ki wewe nyo̩gba oj ane̩ ijipti,100
abe̩le̩ mose̩s kpai aro̩n fe̩wñ uno̩i chaka che eju fero oñ jihofa che e̩do̩ fero ki gbiti i la tabo israe̩l no̩ ku ma kwo bane̩wñ te̩ n,136
elaloji edu wane̩,17
taku jihofa ka ñwu mose̩s kpai aro̩n ane̩ ijipti o̩mo̩ kakini,61
ochui achagboji ochu du ñwu me̩ ochu ejodudu o̩do̩ du i ache ñwu me̩,68
me̩ ka ñw abo o̩gbadu israe̩l chaka ka ko̩jo̩ e̩ke̩gwa ochui e̩ne̩ne̩ne̩ne̩ ki me̩wño̩re̩ egini du alu kuwewe akwo̩ra unyi atawñ de̩ e̩wño̩re̩ eginika todu akwo̩ra unyika,170
i la che̩wñ kakwo̩ra unyi le̩ nyaru e̩wño̩re̩ eginika e̩gbale̩ tak one̩ kpai ekejiwñ kunyiwñ ro̩ne amoka du alu kuwewe amone̩ma de̩ alu ke̩ne̩ne̩ne̩ne̩ neke je̩ alu le̩ me̩ akaluka one̩wñ todu e̩wño̩re̩ eginika,210
e̩wño̩re̩we̩ egini amufu i acho̩ko̩ ki cho̩ma o̩do̩ka ame̩ ki mu du kwef amala abe̩k o̩mewo,91
tak ame̩ ade gbogbo wo̩jo̩ e̩ke̩gwe̩le̩ ochui e̩gbale̩ ujeju o̩gbadu abo israe̩l chaka akpa e̩gba ane̩,102
taku ma ade̩bie̩wñ kuru oli udago o̩wo̩ meji alugbo̩na kpai akofidawñ ate̩ ef unyi ugbo ku ma aje̩ e̩lawñ,105
ma aje̩ e̩lawñ odu o̩jo̩ le̩ ero̩ ma aro̩ ma aje̩ manye̩wñ ko̩jo̩wu ma defuwñ n manye̩wñ ki alukoko,99
me̩ ki je̩ emimiwñ n kpai e̩hiwñ n chai eku ma ro̩ tojiwñ te̩re̩wñ tifiwñ,73
me̩ ki je̩ ñw edu bo̩bo̩ nyodudu n edu ki la bo̩ nyodudu me̩ fu gujo,68
abu ku me̩ aje̩ de̩ iñmime̩ ki che̩ji e̩dame̩ ki de̩re̩me̩ o̩kpame̩ ki la def o̩wo̩me̩ me̩ hika je̩ unaju unaju elaloji ejihofa de̩,131
todu omi alale gu ef ane̩ ijipti du odu o̩jo̩ le̩ oñ nagwamo̩mo̩gba du oj ane̩ ijipti dajane̩ tone̩ te̩la abe̩re̩me̩le̩ u la abudu ñw amo̩jo̩ ijiptii chaka omi jihofa de̩,170
e̩bie̩ le̩ la achujiwe ñwu me̩ o̩la unyi unyi ugbo ku me̩ jo̩ le̩ oñ e̩gba ku fe̩bie̩ le̩ li nalume̩ oji lale tak e̩wñ e̩bie̩ne̩ du abume̩ ma ki kpa me̩ bie̩ e̩gba ku fabo oj ane̩ ijiptii gwoda n,195
eñinii ache o̩jo̩ urewa ñwu me̩ me̩ la ade ki che̩ o̩jo̩ uje̩wñ uyo̩ ñwu jihofa me̩ ki duko̩wñ te̩ ki che e̩wñ o̩hio̩gume̩ ogbegbele̩,133
o̩jo̩ mebie me̩ aje̩ e̩wñ ki ma no̩jo̩wu efuwñ n o̩jo̩ ejoduduwñ me̩ ako̩jo̩wu kwef unyime̩ dufu todu e̩ne̩ du ki fe̩wñ ko̩jo̩wu bie̩ nyu je̩ akwo o̩jo̩ ejodudu gbogbo wa o̩jo̩ e̩kebiewñ ma akonugo e̩ne̩ le̩ da bisrae̩l te̩,223
o̩jo̩ ejoduduwñ me̩ achujeju kiafo̩ o̩jo̩ e̩kebie laño̩ chujeju kiafo̩ ge̩ me̩ achuko̩lo̩ du o̩jo̩ meji ka ka le̩ n chai e̩wñ ke̩ne̩ne̩ne̩ne̩ aje̩ ele̩ kate me̩ ache,165
me̩ ki fejute̩wñ ko̩jo̩wu ma do̩ ni todu o̩jo̩ kide̩ gbage̩de̩ oñ omi ko me̩ kwoj ane̩ ijipti dufu udala udala todule̩ me̩ afejuto̩jo̩i gbogbo nyo̩hio̩gume̩ ki chuko̩ ogbegbele̩ ku te̩ ñwu me̩,192
e̩gba ane̩ o̩jo̩ e̩ke̩gwe̩le̩ ochu ejodudu le̩ me̩ aje̩ e̩wñ ko̩jo̩wu ma do̩ n abe̩le̩ me̩ aje̩ gbogbo wa ane̩ o̩jo̩ ogu nyokeka ochu le̩,137
ma ki li o̩jo̩wu du ef unyime̩ gbogbo o̩jo̩ mebie le̩ n todu e̩ne̩ du ki aje̩ e̩wñ ko̩jo̩wu do̩ ma akonugo e̩ne̩ le̩ da babo o̩gbadu israe̩l te̩ dagba i chilowa dagba i cho̩mane̩,178
me̩ ki je̩ e̩wñ du ko̩jo̩wu do̩ n ugbo du ku me̩ dodo me̩ ki je̩ e̩wñ du ko̩jo̩wu do̩ n,87
e̩bie̩ o̩mala etafio̩ alu o̩na,30
taku mose̩s fabogijo israe̩l du do̩ wa oñ i ka ñwu ma kakini me̩ ki tu ame̩wño̩re̩ egini ku me̩ ko alu kabo akwo̩ra unyi akwo̩ra unyime̩ de̩ ku me̩ felaloji kpa,160
me̩ ki chi eñmi oli hiso̩p nyo̩wo̩ ku me̩ du tunyu e̩bie̩ ki def ugba le̩ taku me̩ de̩bie̩ ki def ugba le̩ kado oli alugbo̩na akofidawñ ate̩ kpai o̩wo̩wñ mejeji e̩ne̩ du efume̩ ki dufu lalugbo̩na unyiwñ gbogbo tak o̩jo̩ ki ñwa n,228
todu jihofa alale gu ef ane̩i du ki fabo ijipti kpa tak e̩gba ki ali e̩bie̩ o̩la oli akofida ate̩ kpai oli o̩wo̩ alugbo̩na mejeji jihofa alalugbo̩na le̩ oji lale i ñaje̩ ñw akpone̩ bie̩ le̩ ki wa ef unyime̩ ki kpa me̩ n,219
ame̩ ki fejute̩wñi ki che̩wñ uhio̩me̩ ñw e̩ kpai amo̩mawe̩ ogbegbele̩,69
oñ i awatu e̩gba ku me̩ lewa oj ane̩ ku jihofa adu ñwu me̩ alu ki ko̩lawñ tane̩ le̩ ame̩ ki de e̩wñ ku me̩ chei,111
tak e̩gba kamo̩mame̩ aka ñwu me̩ kakini e̩wñ choji e̩wñ ku me̩ chei,67
ame̩ akakini owñ che̩la elaloji jihofa ekpa todabu ki loji unyi amo̩ma israe̩l lale ijipti e̩gba ki fabo ijipti le̩ gwo da ki la gbunyi ewa tane̩ tak amone̩ le̩ fojima dalo̩ oñ ma dojikane̩ ñw o̩jo̩,198
tak amo̩ma israe̩l nyache abe̩le̩ alu ku jihofa ñwa ñwu mose̩s kpai aro̩n alu le̩ ma che,88
atulubo̩ e̩ke̩gwa abo israe̩l le̩,33
oñ t lewatu iñaliña odu jihofa famo̩mo̩gba du oj ane̩ ijipti gwoda akwo o̩mo̩gba fero ki gugu oj edewñ gbogbo wa o̩mo̩gba e̩namu ki def ura ef unyi uga kpai amo̩mo̩gba ame̩la abe̩re̩me̩le̩ du ge̩,195
taku fero kwane̩ odu o̩jo̩ le̩ owñ kpai abuko̩lo̩wñ chaka kpai abo ijipti chaka tak o̩li lile chi ijipti todu i nunyi du koku one̩ ma defuwñ ni n,145
tak i fu mose̩s kpai aro̩n do̩ wa odu oñ i kakini me̩ kwane̩ me̩ kwef abomi dufu tame̩ tamo̩ma israe̩l me̩ lo ku me̩ re̩ jihofa alu ku me̩ ka le̩,145
me̩ maame̩wño̩re̩me̩ egini kpai amokuno̩me̩ ko alu ku me̩ ka le̩ ku me̩ lo me̩ ke me̩ ki no̩ kadua ñwu mi ge̩,109
abo ijipti la nakamone̩ le̩ e̩che̩ unaju unaju ku ma kwoj ane̩ le̩ todu ma kakini o̩chakawa mud oku one̩ me̩,108
abe̩le̩ amone̩ le̩ fe̩kpo uje̩wñma ko̩jo̩wu ma do̩ n ko aguma che̩ji jef ukpoma nikama,86
oñ amo̩ma israe̩l ño̩ che alu ku mose̩s ka le̩ ma fe̩wñ eku eajifa eo̩jamalia kpai e̩wñ ku ma ko nyo̩la bi ugbo abo ijipti,122
jihofa la je̩ ñw abo ijipti li amone̩ le̩ eju oñ ma me̩wñ ku ma bi le̩ ko ñwu ma abe̩le̩ ma babo ijipti gba e̩wñma kpa,118
tak amo̩ma israe̩l le kwo ramese̩s nyi suko̩t amo̩kone̩ ku ma le e̩re̩ ofo dab icham nyo̩gwo̩ko̩ ulo̩gwa manyaboma egini,120
o̩wo̩ amone̩ ojoji ojoji ño̩ te̩gu le buma ge̩ kpai ame̩wñ ukpa otemeje tame̩wño̩re̩ egini tamokuno̩,100
taku ma ne̩ e̩kpo uje̩wñ ku ma ko kwo ijipti wa le̩ che akala ko̩jo̩wu ma do̩ n todu ma do̩jo̩wu to̩ ta n todabu ku ma kuma e̩che̩ kwijipti dufu ma la neke che̩du ubi n ma la ñw ane̩ uje̩wñ che tane̩ ñw o̩lama n,211
iko kamo̩ma israe̩l jo̩ ijipti le̩ cho̩do̩ ulo̩ko̩ nyogue̩gwa,61
oñ i lewatu e̩gba ko̩do̩wñ jo̩ ulo̩ko̩ nyogue̩gwa o̩jo̩ le̩ gbage̩de̩ o̩gbo̩ abo jihofa du kwoj ane̩ ijipti dufu,112
ele̩ chodu ku ma dejute̩ ñwu jihofa gbali abu ki muma ko kwane̩ ijipti wa abe̩le̩ odu le̩ gbage̩de̩ chodu kamo̩ma israe̩l du adejute̩ ñwu jihofa gbogbo nyo̩hio̩guma,164
taku jihofa ka ñwu mose̩s kpai aro̩n kakini uko̩ eelaloji le̩ de̩ ononojo du aje̩ n,83
adu du ku ma no̩ko̩ la ke̩ fe̩piwñ da muda aje̩,47
e̩ne̩ ane̩ omune̩ du kpai e̩ne̩ uko̩lo̩ ku ma ro̩me̩ ñw u aje̩ n,64
ef unyi okate oñ ma aje̩ e̩ ki ko̩ e̩lawñ du kwef unyi nyo̩do̩da n me̩ ki la gu achikuwñ okate che̩ n,101
o̩gbadu abo israe̩l chaka ade,29
e̩gba kilowa ge̩ne̩ ugbo we̩ ki neku ede elaloji le̩ ñwu jihofa aboke̩le̩wñ chaka ki fe̩pi da ejodudu tak i ate̩me̩ru ade i adab o̩mane̩ e̩ne̩ du ki ma da e̩pi n muda aje̩ n,173
uko̩ o̩mane̩ kpai eilowa ki ge̩ne̩ efume̩ achoka,48
abe̩le̩ amo̩ma israe̩l chaka che alu ku jihofa ñwa ñwu mose̩s kpai aro̩n abe̩le̩ ma che,87
o̩jo̩ le̩ gbage̩de̩ oñ jihofa mamo̩ma israe̩l ko kwoj ane̩ ijipti dufu udala udalama,84
ma kamo̩mo̩gba jo̩ ñw o̩jo̩,27
taku jihofa ka ñwu mose̩s kakini,32
e̩ famo̩mo̩gba chaka che ku ma fo̩ ku ma mud emi edu ki def amo̩ma israe̩l ki kpo̩gba iyewñ na tone̩ te̩la abe̩re̩me̩le̩ emi i che,130
taku mose̩s ka ñw amone̩ le̩ kakini me̩ nadibekado o̩jo̩ eñinii ki cho̩jo̩ ku me̩ kwo ijipti dufu kwef unyi adu le̩ todu lugbo ukpahiu o̩wo̩wñ oñ jihofa ko me̩ kwo ugbo kide̩ dufu me̩ ki je̩ uje̩wñ du ko̩jo̩wu defuwñ n,218
eñini ochu abibi me̩ akwemi adufu,33
tak e̩gba ku jihofa mume̩ ko wa ane̩ abo kenan kpai abo he̩t kpai abo amo̩r kpai abo hifai kpai abo je̩bius owñ cheki go̩ ñw amatame̩ ka ki adu ñwu me̩ ane̩ komi e̩nya kpai iño̩ acha efuwñ le̩ ame̩ ade e̩wñ ucholo kide̩ ochui,225
me̩ aje̩ e̩wñ ko̩jo̩wu ma do̩ n gbogbo o̩jo̩ mebie tak o̩jo̩ e̩kebiewñ achuje̩wñ uyo̩ ñwu jihofa,96
ma aje̩ e̩wñ ko̩jo̩wu ma do̩ n gbogbo o̩jo̩ mebie ama ki li e̩wñ ko̩jo̩wu defuwñ ugbo we̩ n ama ki la li o̩jo̩wu du ugbo du oj ane̩we̩ n,136
tak uwe̩ ki ka ñw o̩mawe̩ o̩jo̩ le̩ kakini ele̩ chutodu e̩wñ ku jihofa che ñwu mi e̩gba ku kwijipti dufu,104
i la ache ujiwe o̩wo̩we̩ ñw e̩ i ñachutodu urewa o̩gba ojiwe̩ todu kuko̩o̩la jihofa ki nadef aluwe̩ todu o̩wo̩ ukpahiuwñ oñ jihofa ne̩ muwe̩ du kwijipti dufu,157
todule̩ e̩ ki de uko̩ kide̩ ikowñ o̩do̩ to̩do̩ du,49
oñ e̩gba ku jihofa me̩ du wa ane̩ abo kenan alu ki go̩ ñw e̩ kpai amatawe̩ ki la mu du ñw e̩,92
tak uwe̩ achi e̩ne̩ du ki kpo̩gba iyewñ na jo̩ ñwu jihofa o̩mo̩gba e̩la abe̩re̩me̩le̩we̩ du ki cho̩ko̩ ache ejihofa,115
o̩mo̩gba o̩ke̩ke̩te̩ du e̩ ne̩wño̩re̩ egini la tane̩ i la che̩wñ ke̩ ma neku ela tane̩ n mak e̩ fo̩lo̩wñ guche̩ o̩mo̩gba one̩ du ki jef amo̩me̩ne̩ke̩le̩we̩ uwe̩ alatane̩,169
tak e̩gba ko̩mawe̩ e̩ne̩ke̩le̩ atuwe̩ ene ejo̩gbai kakini e̩wñ che oji ele̩ uwe̩ aka ñw u kakini lugbo ukpahiu o̩wo̩wñ oñ jihofa muwa ko kwijipti dufu kwef unyi adu le̩,168
todu e̩gba ku fero fe̩do̩wñ no̩ ki ma je̩ tuwa no̩ ka lo n le̩ jihofa famo̩mo̩gba du oj ane̩ ijipti kpa to̩mo̩gba eone̩ to̩mo̩gba ee̩la abe̩re̩me̩le̩ todule̩ nako edu ki cho̩ko̩ ki cho̩ma ki kpo̩gba iyewñ na kpa ñwu jihofa omi muda ala amo̩mo̩gba e̩ne̩ke̩le̩ eamo̩mami tane̩,274
ele̩ ache ujiwe ef o̩wo̩we̩ kpai e̩wñ urewa o̩gba ojiwe̩ todu lugbo ukpahiu o̩wo̩wñ oñ jihofa muwa ko kwoj ane̩ ijipti wa,121
abo israe̩l nyetam,18
oñ i lewatu e̩gba ku fero tamone̩i no̩ o̩jo̩ la ne̩ ma lo̩na oj ane̩ abo filistia n dagba o̩na le̩ chaka me̩ todu o̩jo̩ kakini to̩de̩gba kamone̩ afeju dogu kibema rida ku ma dabi tijipti,186
ama o̩jo̩ famone̩ le̩ ne̩ dagbala lo̩na aje̩tachi lo̩wo̩ ohimini ekpikpa amo̩ma israe̩l la fo̩la ogu ji kwoj ane̩ ijipti dufu alo,129
achiku jose̩f,13
mose̩s ño̩ machiku jose̩f ko le̩ todu jose̩f je̩ ñw amo̩ma israe̩l go̩ o̩me̩me̩le̩ i kakini o̩jo̩ awa fejudo me̩ chuu e̩gba le̩ ame̩ ki machikumi ko kwemi alo,158
taku ma kwo suko̩t alo oñ ma lewa ru etam iba aje̩tachi le̩,59
jihofa la tuma o̩gba o̩ro̩ka i def akpa ki dago waala o̩gbama ki ne̩ ma alo̩na le̩ odu i def una ki dago waala ki mud ugane̩ ñwu ma ku ma nugbo ku ma le o̩ro̩ka kpai odu,169
akpa ki dago waala o̩ro̩ka le̩ kpai una ki dago waala odu la kwo bamone̩ le̩ o̩gba te̩ n,88
mohimini ohimini ekpikpa daba,29
taku jihofa ka ñwu mose̩s kakini,32
e̩ ka ñw amo̩ma israe̩l ku ma mudabi wubi ku ma rujo̩gba pihahiro̩t agbagba migdol kpai ohimini le̩ o̩gba bealzefo̩n me̩ ki ru ru jo̩ o̩la ohimini me̩ru o̩mo̩,158
todu fero ano̩la amo̩ma israe̩l aka kakini ma chila jo̩ oj ane̩i me̩ aje̩tachi le̩ re nyu ma,92
oñ nache ke̩do̩ fero ki gbiti tak i arano ma tak omi anojima ugbo fero kpai ugbo aboguwñ chaka tak abo ijipti ama ka komi jihofa de̩ ma la fabe̩le̩ che,151
oñ ma mudu ka ñw onu ijipti ka kamone̩ le̩ ra le tak e̩do̩ fero kpai e̩do̩ abuko̩lo̩wñ rida ugbo amone̩ le̩ oñ ma kakini eka chei che̩wñ taa ka tabo israe̩l no̩ ku ma we uko̩lo̩ adu eche ñw a,191
abe̩le̩ i fo̩ko̩ oguwñ ñwo̩che oñ i maboguwñ ko lebowñ,54
i la fo̩ko̩ oguwñ tu oñ i mulo̩gwawñ ko manyo̩ko̩ ogu abo ijipti ki bo̩ chaka kpai amagbojima chaka,99
jihofa la che e̩do̩ fero onu ijipti ki gbiti tak i rano amo̩ma israe̩l todu amo̩ma israe̩l dufu kpai o̩wo̩ edago,112
oñ abo ijipti rano ma amanya fero chaka kpai o̩ko̩ oguwñ kpai abowñ ku ma ta nanya kpai aboguwñ i la fu ma mu ugbo ku ma ruru jo̩ o̩la ohimini me̩ru pihahiro̩t o̩gba bealzefo̩n,176
tak e̩gba ku fero me̩ru awa amo̩ma israe̩l chi ejuma nyate̩ me̩ la go abo ijipti de̩re̩ rane̩ ruma ubi awa oñ okpo chuma ofe tak amo̩ma israe̩l kwado̩ jihofa,157
oñ ma ka ñwu mose̩s kakini ukpe̩ kugbo ku ma done̩ ji ma dijipti n oñ e̩ kowa kwo̩mo̩ wa ka ku aje̩tachii e̩wñ chi ke̩ che wa abe̩i ke̩ ko wa kw ijipti wai,155
i cheka ka ñw e̩ ijipti le̩ de̩ ka ke̩ tuwa no̩ ka chuko̩lo̩ adu ñw abo ijipti n todu i ma nyo̩ tule ñw a ka chuko̩lo̩ adu ñw abo ijipti teku ef aje̩tachii le,158
